user_id,gender,married,birthdate,has_children,home_country,home_city,home_airport,sign_up_date,first_session_date,last_session_date,last_booking_date,tenure_days,n_sessions,n_booking_sessions,n_trip_sessions,total_flight_spend,total_hotel_spend,total_spend,cancelled_trips,booking_rate,cancellation_rate,conversion_rate,avg_session_duration,avg_page_clicks,avg_distance_km,max_distance_km,avg_nights,max_nights,avg_seats,avg_rooms,avg_checked_bags,avg_trip_duration_days,max_trip_duration_days,avg_spend_per_trip,has_cancellation,has_flight_history,has_hotel_history,R_days,R_score,F_score,M_score,RFM_score,RFM_segment,RFM_persona,CLTV_3m,value_tier,risk_tier,complexity_score,complexity_tier,engagement_tier,n_completed_trips,very_low_risk,eligible_no_cancellation_fees,eligible_exclusive_discount,eligible_free_checked_bag,eligible_free_hotel_meal,eligible_free_hotel_night_with_flight,demo_cluster_k4,demo_cluster_name,cluster_k4,behavior_cluster_name,assigned_perk,perk_source
152583,F,False,1986-07-26,False,usa,colorado springs,COS,2022-04-17,2023-02-01 20:58:00,2023-06-05 21:34:00,2023-06-05 21:34:00,124,8,1,1,367.83,639.0,1006.83,0,0.125,0.0,1.0,2.316666666666667,18.625,2178.7890384550965,2178.7890384550965,3.0,3.0,1.0,1.0,2.0,6.0,6.0,1006.83,False,True,True,53.0,4,1,1,6,4-1-1,Potential Loyalists,730.7637096774195,Low,None,3.4178789038455095,Simple,Low,1,True,False,False,False,True,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
153982,F,False,1978-08-15,True,canada,toronto,YKZ,2022-04-19,2023-01-09 19:34:00,2023-07-20 20:37:00,2023-07-20 20:37:00,192,8,3,3,656.87,1302.0,1958.87,0,0.375,0.0,1.0,2.308333333333333,18.75,1282.5421897455988,2697.095945535551,2.333333333333333,3.0,1.0,1.0,0.3333333333333333,3.6666666666666665,4.0,652.9566666666666,False,True,True,8.0,5,3,2,10,5-3-2,Potential Loyalists,918.2203125,Low,None,2.0949208856412262,Simple,Mid,3,True,False,False,False,True,True,3,Young Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
160754,F,True,1977-12-06,True,usa,new york,LGA,2022-04-26,2023-02-13 21:33:00,2023-06-26 19:58:00,2023-06-26 19:58:00,132,8,1,1,93.62,642.0,735.62,0,0.125,0.0,1.0,1.3479166666666669,10.75,526.1200403921746,526.1200403921746,3.0,3.0,1.0,1.0,1.0,5.0,5.0,735.62,False,True,True,33.0,4,1,1,6,4-1-1,Potential Loyalists,501.55909090909097,Low,None,2.7526120040392175,Simple,Low,1,True,False,False,False,True,False,0,Established Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
164522,F,True,1975-11-07,False,usa,kansas city,MCI,2022-04-30,2023-01-17 21:39:00,2023-07-14 21:10:00,2023-02-08 18:24:00,177,8,1,1,328.32,3262.0,3590.32,0,0.125,0.0,1.0,1.3895833333333334,11.125,1786.073162056549,1786.073162056549,14.0,14.0,1.0,1.0,1.0,16.0,16.0,3590.32,False,True,True,171.0,1,1,4,6,1-1-4,Can't Lose Them,1825.586440677966,Low,None,9.478607316205654,Complex,Low,1,True,False,False,True,True,False,1,Mature Couples,3,Core Reliable Bookers,Free Checked Bag,Rule-based
167852,F,False,2006-02-16,False,usa,tampa,MCF,2022-05-03,2023-01-05 04:16:00,2023-04-25 17:14:00,,110,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.9666666666666668,7.875,,,,,,,,,,,False,False,False,440.0,1,1,1,3,1-1-1,Hibernating,0.0,Low,None,0.0,Simple,Low,0,True,False,True,False,False,False,2,Young Singles,2,Browsers,Exclusive Discount,Rule-based
171470,F,False,1999-09-14,False,usa,atlanta,ATL,2022-05-06,2022-05-06 22:16:00,2023-07-10 02:46:09,2023-06-22 02:45:00,429,9,2,4,16319.64,0.0,16319.64,2,0.2222222222222222,1.0,0.0,27.433333333333334,50.66666666666666,15351.061745339968,16001.438994160248,,,1.5,,0.5,15.5,16.0,8159.82,True,True,False,37.0,4,2,5,11,4-2-5,Big Spenders,3423.7006993006994,Mid,High,11.085106174533996,Complex,High,0,False,False,False,True,False,False,2,Young Singles,1,High-stakes & Fragile,Free Checked Bag,Rule-based
174997,F,False,1991-11-01,False,usa,grand rapids,GRR,2022-05-10,2022-05-10 20:16:00,2023-07-15 05:27:00,2023-03-08 09:03:00,430,9,3,4,5862.549999999999,584.0,6446.549999999999,1,0.3333333333333333,0.3333333333333333,0.6666666666666667,14.896296296296295,29.666666666666668,4466.075254257272,7317.091585667979,2.5,3.0,1.5,1.0,0.5,6.75,9.0,2148.85,True,True,True,143.0,2,3,5,10,2-3-5,At Risk,1349.277906976744,Low,Medium,3.471607525425727,Simple,Mid,2,False,False,False,False,False,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Fallback
175032,F,False,1994-11-05,False,usa,houston,IAH,2022-05-10,2023-01-20 21:00:00,2023-07-20 21:09:00,2023-07-20 21:09:00,181,9,3,3,1109.25,3606.0,4715.25,0,0.3333333333333333,0.0,1.0,1.738888888888889,14.11111111111111,1358.8176419889678,1963.118100647897,4.333333333333333,8.0,2.0,2.0,0.5,4.5,6.0,1571.75,False,True,True,8.0,5,3,4,12,5-3-4,Big Spenders,2344.5994475138123,Mid,None,3.0858817641988967,Simple,High,3,True,False,False,False,True,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
181157,F,True,1970-08-10,False,usa,houston,HOU,2022-05-15,2023-01-11 07:36:00,2023-07-07 10:41:00,2023-03-28 01:20:00,177,8,3,3,1039.43,5123.0,6162.429999999999,0,0.375,0.0,1.0,2.3520833333333333,19.125,1194.2256923912298,2232.3888470670427,3.6666666666666665,7.0,2.0,2.0,1.0,5.666666666666667,9.0,2054.143333333333,False,True,True,123.0,2,3,5,10,2-3-5,At Risk,3133.4389830508467,Mid,None,3.3194225692391237,Simple,Mid,3,True,False,False,False,True,True,1,Mature Couples,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
182191,F,False,2004-09-27,True,usa,phoenix,PHX,2022-05-16,2022-05-16 14:25:00,2023-07-04 16:43:00,2022-05-16 14:25:00,414,9,1,2,1075.34,0.0,1075.34,1,0.1111111111111111,1.0,0.0,10.03759954074074,17.88888888888889,1625.2827888568002,1625.2827888568002,,,2.0,,1.0,17.0,17.0,1075.34,True,True,False,439.0,1,1,1,3,1-1-1,Hibernating,233.7695652173913,Low,High,10.762528278885679,Complex,Low,0,False,False,False,True,False,False,3,Young Families,1,High-stakes & Fragile,Free Checked Bag,Rule-based
187212,F,True,1969-02-20,True,usa,los angeles,LAX,2022-05-21,2023-01-05 22:12:00,2023-06-09 18:13:00,2023-02-28 14:57:00,154,8,3,3,1242.57,1556.0,2798.57,0,0.375,0.0,1.0,1.9791666666666667,16.0,2338.7155070077465,3974.209842999768,3.0,5.0,1.0,1.0,0.6666666666666666,4.333333333333333,7.0,932.8566666666668,False,True,True,151.0,1,3,3,7,1-3-3,At Risk,1635.527922077922,Low,None,2.6672048840341076,Simple,Mid,3,True,False,False,False,True,True,0,Established Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
189676,F,False,1988-01-10,True,usa,fort worth,FTW,2022-05-23,2023-01-20 18:11:00,2023-05-03 19:49:00,2023-05-03 19:49:00,103,8,2,2,1244.31,5463.0,6707.31,0,0.25,0.0,1.0,1.4395833333333334,11.625,2284.5483204879297,2284.5483204879297,9.5,13.0,3.0,2.0,2.0,7.0,7.0,3353.655,False,True,True,87.0,3,2,5,10,3-2-5,Big Spenders,5860.756310679612,High,None,5.878454832048793,Complex,Mid,2,True,False,True,True,True,False,3,Young Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
190866,F,False,1986-09-24,False,usa,tallahassee,TLH,2022-05-24,2023-01-09 20:35:00,2023-07-03 11:02:00,2023-07-03 11:02:00,174,9,5,5,2081.0,2205.0,4286.0,0,0.5555555555555556,0.0,1.0,2.564814814814815,20.666666666666668,2269.541719949741,3706.556088943931,2.8,7.0,1.0,1.0,0.4,4.2,9.0,857.2,False,True,True,26.0,5,5,4,14,5-5-4,Champions,2216.896551724138,Mid,None,2.506954171994974,Simple,High,5,True,False,True,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
195192,F,False,1995-09-20,False,usa,chicago,MDW,2022-05-28,2023-01-10 21:41:00,2023-05-29 17:03:00,2023-04-15 19:45:00,138,8,1,1,394.29,320.0,714.29,0,0.125,0.0,1.0,3.472916666666667,28.125,1174.423089479478,1174.423089479478,1.0,1.0,2.0,2.0,0.0,4.0,4.0,714.29,False,True,True,105.0,2,1,1,4,2-1-1,Hibernating,465.84130434782605,Low,None,1.8174423089479477,Simple,Low,1,True,False,False,False,True,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
204943,M,False,1982-12-20,False,canada,ottawa,YOW,2022-06-06,2023-01-07 07:55:00,2023-07-28 12:51:08,2023-06-16 12:49:00,202,8,6,7,3331.76,14779.0,18110.76,1,0.75,0.1666666666666666,0.8333333333333334,17.391666666666666,36.5,1872.451180637696,3551.799940690328,7.714285714285714,18.0,1.4285714285714286,1.4285714285714286,1.2857142857142858,9.285714285714286,19.0,3018.46,True,True,True,43.0,4,5,5,14,4-5-5,Champions,8069.150495049503,High,Low,5.687245118063769,Complex,High,5,False,True,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,No Cancellation Fees,Rule-based
204997,F,True,1985-08-26,False,usa,kansas city,MCI,2022-06-06,2022-06-06 09:07:00,2023-07-10 17:00:00,2023-07-10 17:00:00,399,9,4,6,8456.27,9535.0,17991.269999999997,2,0.4444444444444444,0.5,0.5,21.21745111481481,52.77777777777778,4148.607124643898,9874.632038701657,6.6,11.0,1.6666666666666667,1.4,0.8333333333333334,8.333333333333334,12.0,4497.817499999999,True,True,True,19.0,5,4,5,14,5-4-5,Champions,4058.181203007518,Mid,High,5.228194045797723,Moderate,High,2,False,False,False,True,False,False,1,Mature Couples,1,High-stakes & Fragile,Free Checked Bag,Rule-based
205044,F,True,1983-08-25,True,canada,toronto,YKZ,2022-06-06,2023-01-27 11:47:00,2023-06-07 04:06:00,2023-05-05 16:34:00,130,9,3,3,2748.3500000000004,6362.0,9110.35,0,0.3333333333333333,0.0,1.0,1.838888888888889,14.88888888888889,2531.010073625866,3516.533724463676,5.333333333333333,9.0,2.0,2.0,0.3333333333333333,6.666666666666667,10.0,3036.7833333333333,False,True,True,85.0,3,3,5,11,3-3-5,Big Spenders,6307.165384615385,High,None,4.119767674029253,Moderate,High,3,True,False,True,True,True,False,0,Established Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
206011,F,False,1984-08-04,True,usa,kansas city,MCI,2022-06-07,2023-01-10 15:49:00,2023-07-08 14:36:00,2023-05-03 19:49:00,178,8,4,4,1046.59,1271.0,2317.59,0,0.5,0.0,1.0,2.435416666666667,19.5,1473.5507636559992,2374.648215874831,3.333333333333333,8.0,1.0,1.0,0.25,4.25,9.0,579.3975,False,True,True,87.0,3,4,3,10,3-4-3,Loyal Customers,1171.815168539326,Low,None,2.5723550763655996,Simple,Mid,4,True,False,False,False,True,True,3,Young Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
216796,F,False,2001-07-09,False,usa,cincinnati,CVG,2022-06-16,2023-01-13 13:22:00,2023-03-13 03:38:26,2023-03-10 03:36:00,58,8,1,2,5001.74,5302.0,10303.74,1,0.125,1.0,0.0,8.188807366666667,15.625,7041.479113795879,7041.479113795879,11.0,11.0,2.0,1.0,2.0,12.0,12.0,10303.74,True,True,True,141.0,2,1,5,8,2-1-5,Can't Lose Them,15988.562068965515,High,High,8.204147911379586,Complex,Mid,0,False,False,False,False,False,False,2,Young Singles,1,High-stakes & Fragile,Free Hotel Meal,Fallback
217114,O,True,2004-05-28,True,usa,long beach,LGB,2022-06-17,2023-01-06 19:36:00,2023-06-26 16:41:00,,170,9,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.8314814814814815,6.555555555555555,,,,,,,,,,,False,False,False,440.0,1,1,1,3,1-1-1,Hibernating,0.0,Low,None,0.0,Simple,Low,0,True,False,True,False,False,False,0,Established Families,2,Browsers,Exclusive Discount,Rule-based
217136,F,False,1985-04-18,True,usa,little rock,LIT,2022-06-17,2023-01-12 16:14:00,2023-05-14 16:52:00,2023-03-25 22:07:00,122,8,2,2,539.57,1039.0,1578.5700000000002,0,0.25,0.0,1.0,1.65625,13.25,2867.3164066210743,2867.3164066210743,2.5,3.0,1.0,1.0,0.0,4.0,4.0,789.2850000000001,False,True,True,125.0,2,2,2,6,2-2-2,Hibernating,1164.518852459017,Low,None,2.3367316406621073,Simple,Low,2,True,False,False,False,True,False,3,Young Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
220725,F,False,1983-07-28,False,usa,stockton,SCK,2022-06-20,2023-01-07 19:45:00,2023-06-07 21:27:00,2023-06-07 21:27:00,151,9,4,5,2422.92,2342.0,4764.92,1,0.4444444444444444,0.25,0.75,15.814814814814811,35.111111111111114,2773.50210292416,4047.460001884421,4.75,5.0,1.0,1.0,0.2,6.8,8.0,1191.23,True,True,True,51.0,4,4,4,12,4-4-4,Champions,2840.018543046358,Mid,Medium,3.8823502102924166,Moderate,High,3,False,True,False,True,False,False,2,Young Singles,3,Core Reliable Bookers,No Cancellation Fees,Rule-based
224996,F,False,1981-03-07,True,canada,halifax,YHZ,2022-06-23,2023-02-14 09:40:00,2023-05-11 21:45:00,2023-05-11 21:45:00,86,8,2,2,897.61,231.0,1128.61,0,0.25,0.0,1.0,1.5770833333333334,12.75,2353.0107623683043,3745.114062062668,1.0,1.0,1.0,1.0,0.0,3.5,4.0,564.305,False,True,True,78.0,3,2,2,7,3-2-2,Need Attention,1181.1034883720931,Low,None,1.6853010762368303,Simple,Mid,2,True,False,False,False,True,True,3,Young Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
226367,F,False,1980-10-21,False,usa,washington,IAD,2022-06-25,2023-01-07 21:27:00,2023-06-26 22:55:00,2023-06-26 22:55:00,170,8,3,3,889.2099999999999,2928.0,3817.21,0,0.375,0.0,1.0,1.7583333333333333,14.25,1655.8209883749475,3674.037323136456,2.6666666666666665,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,4.0,4.0,1272.4033333333334,False,True,True,32.0,4,3,4,11,4-3-4,Big Spenders,2020.8758823529413,Low,None,2.432248765504161,Simple,High,3,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
228195,F,False,1997-02-26,True,usa,los angeles,LAX,2022-06-26,2023-01-28 04:02:00,2023-06-01 17:46:00,,124,9,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.5962962962962963,12.88888888888889,,,,,,,,,,,False,False,False,440.0,1,1,1,3,1-1-1,Hibernating,0.0,Low,None,0.0,Simple,Low,0,True,False,True,False,False,False,3,Young Families,2,Browsers,Exclusive Discount,Rule-based
228872,M,False,1989-03-22,False,usa,san antonio,RND,2022-06-27,2023-01-09 23:03:00,2023-07-16 06:05:00,2023-07-16 06:05:00,187,8,2,2,509.21,1360.0,1869.21,0,0.25,0.0,1.0,1.9666666666666668,15.75,2770.218959444619,2770.218959444619,7.0,8.0,1.0,1.0,1.0,7.0,7.0,934.605,False,True,True,13.0,5,2,2,9,5-2-2,Potential Loyalists,899.6197860962567,Low,None,4.777021895944462,Moderate,Mid,2,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
229009,F,False,2006-08-27,False,usa,stockton,SCK,2022-06-27,2023-02-15 19:09:00,2023-07-08 16:23:05,2023-06-08 16:22:00,142,8,3,4,4508.89,773.0,5281.89,1,0.375,0.3333333333333333,0.6666666666666667,4.4130904875,18.0,6690.898876404131,10432.129655996272,2.5,3.0,1.0,1.0,0.25,10.25,17.0,1760.63,True,True,True,51.0,4,3,4,11,4-3-4,Big Spenders,3347.6767605633804,Mid,Medium,4.644089887640413,Moderate,High,2,False,True,False,True,False,False,2,Young Singles,1,High-stakes & Fragile,No Cancellation Fees,Rule-based
229108,F,False,1998-05-28,False,usa,burlington,BTV,2022-06-27,2023-01-04 20:44:00,2023-05-08 16:12:58,2023-03-29 16:11:00,123,8,1,2,877.22,0.0,877.22,1,0.125,1.0,0.0,16.870833333333334,40.125,2669.379466467782,2669.379466467782,,,1.0,,0.0,8.0,8.0,877.22,True,True,False,122.0,2,1,1,4,2-1-1,Hibernating,641.868292682927,Low,High,5.166937946646778,Moderate,Low,0,False,False,False,True,False,False,2,Young Singles,1,High-stakes & Fragile,Free Checked Bag,Rule-based
229330,F,True,1976-11-08,False,usa,colorado springs,COS,2022-06-27,2023-02-17 15:42:00,2023-07-17 18:34:00,2023-07-17 18:34:00,150,7,3,3,1042.6,4114.0,5156.6,0,0.4285714285714285,0.0,1.0,1.711904761904762,13.857142857142858,1155.0476069728008,1339.3349918597698,2.6666666666666665,5.0,1.6666666666666667,1.6666666666666667,0.0,5.0,7.0,1718.8666666666668,False,True,True,12.0,5,3,4,12,5-3-4,Big Spenders,3093.9600000000005,Mid,None,2.5821714273639462,Simple,High,3,True,False,False,False,True,True,1,Mature Couples,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
232647,F,False,2006-04-11,False,usa,birmingham,BHM,2022-06-30,2023-01-24 06:28:00,2023-06-02 16:52:00,2023-02-23 21:29:00,129,8,2,2,237.1,2343.0,2580.1,0,0.25,0.0,1.0,1.5645833333333332,12.5,1391.5841166508767,1391.5841166508767,11.0,11.0,1.0,1.0,1.0,4.0,4.0,1290.05,False,True,True,155.0,1,2,3,6,1-2-3,Can't Lose Them,1800.0697674418604,Low,None,4.939158411665088,Moderate,Low,2,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
249521,F,True,1964-07-23,True,canada,ottawa,YOW,2022-07-15,2023-02-06 12:58:00,2023-07-04 19:01:00,2023-07-04 19:01:00,148,8,2,2,642.02,566.0,1208.02,0,0.25,0.0,1.0,2.34375,18.875,3551.799940690328,3551.799940690328,2.0,2.0,1.0,1.0,1.0,4.0,4.0,604.01,False,True,True,25.0,5,2,2,9,5-2-2,Potential Loyalists,734.6067567567568,Low,None,2.455179994069033,Simple,Mid,2,True,False,False,False,True,True,0,Established Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
252835,F,False,1986-01-20,True,usa,chicago,ORD,2022-07-18,2023-01-07 15:44:00,2023-07-10 06:24:00,2023-07-10 06:24:00,183,8,5,5,1676.55,1702.0,3378.55,0,0.625,0.0,1.0,1.8041666666666667,14.625,1867.778858389403,2337.2093624793174,3.25,5.0,1.0,1.0,0.6,5.2,7.0,675.71,False,True,True,19.0,5,5,3,13,5-5-3,Loyal Customers,1661.581967213115,Low,None,2.94177788583894,Simple,High,5,True,False,False,False,True,True,3,Young Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
258451,F,False,2000-12-10,False,usa,miami,OPF,2022-07-22,2023-02-03 21:16:00,2023-06-17 15:43:04,2023-06-13 15:28:00,133,8,1,2,0.0,4628.0,4628.0,1,0.125,1.0,0.0,3.664583333333333,20.875,,,13.0,13.0,,1.0,,,,4628.0,True,False,True,46.0,4,1,4,9,4-1-4,Big Spenders,3131.7293233082705,Mid,High,7.8,Complex,Mid,0,False,False,False,False,False,False,2,Young Singles,0,Hotel-led Planners,Free Hotel Meal,Fallback
264470,F,False,1978-11-05,True,usa,bakersfield,BFL,2022-07-27,2023-01-04 22:50:00,2023-06-04 17:49:00,2023-03-25 14:05:00,150,8,2,2,873.02,2218.0,3091.02,0,0.25,0.0,1.0,1.85,14.75,2305.1605246210547,3963.3925263388633,5.0,6.0,1.0,1.0,0.5,6.5,8.0,1545.51,False,True,True,126.0,2,2,3,7,2-2-3,Can't Lose Them,1854.6120000000003,Low,None,3.8805160524621054,Moderate,Mid,2,True,False,False,True,True,False,3,Young Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
276512,F,True,1982-08-27,True,usa,austin,AUS,2022-08-06,2023-01-14 16:25:00,2023-05-27 01:00:00,2023-01-24 11:19:00,132,8,1,1,395.69,200.0,595.69,0,0.125,0.0,1.0,1.5229166666666667,12.25,2299.148270115836,2299.148270115836,2.0,2.0,1.0,1.0,1.0,4.0,4.0,595.69,False,True,True,186.0,1,1,1,3,1-1-1,Hibernating,406.1522727272728,Low,None,2.3299148270115837,Simple,Low,1,True,False,False,False,True,False,0,Established Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
281952,F,False,1987-01-23,False,usa,louisville,LOU,2022-08-11,2023-01-28 19:32:00,2023-07-08 20:53:00,2023-07-08 20:53:00,161,8,2,2,684.72,348.0,1032.72,0,0.25,0.0,1.0,2.439583333333333,19.75,1845.0144010402564,2635.607768193595,1.5,2.0,1.0,1.0,1.5,3.0,3.0,516.36,False,True,True,20.0,5,2,1,8,5-2-1,Potential Loyalists,577.2968944099379,Low,None,1.9345014401040257,Simple,Mid,2,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
